"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"447","cluster5","GO:0034765","regulation of ion transmembrane transport","16/267","118/20876",2.3754135180357e-12,7.39443240291757e-11,4.87181584004605e-11,"AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890",16
"448","cluster5","GO:0008299","isoprenoid biosynthetic process","29/267","472/20876",3.07750101673251e-12,9.28058900358397e-11,6.11450859903432e-11,"AT2G34500/AT3G09210/AT2G30390/AT1G54780/AT3G02730/AT1G68590/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT4G36880/AT3G63520/AT3G56940/AT4G33470/AT4G34830/AT4G27430/AT4G25050/AT1G09340/AT3G25820/AT3G53130/AT3G26060/AT1G17220/AT3G59780/AT2G26260/AT1G04420/AT4G18480/AT4G04640/AT4G37760",29
"449","cluster5","GO:0042440","pigment metabolic process","25/267","346/20876",3.18553858975395e-12,9.31528708821987e-11,6.13736940418304e-11,"AT1G54100/AT3G26580/AT1G71030/AT2G30390/AT1G54780/AT3G54140/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT4G20070/AT5G44110/AT3G63520/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT3G59780/AT3G51240/AT4G18480/AT4G04640",25
"450","cluster5","GO:0055080","cation homeostasis","24/267","319/20876",3.74732674063003e-12,1.0635795013847e-10,7.00738498867039e-11,"AT5G57345/AT1G64170/AT1G20340/AT3G01420/AT2G05710/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",24
"451","cluster5","GO:0034285","response to disaccharide","20/267","212/20876",4.12802979233305e-12,1.1381567856004e-10,7.49873682577191e-11,"AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT3G57020/AT1G10760/AT2G05620/AT4G21280/AT3G08940/AT5G44110/AT3G22840/AT1G79040/AT4G25050/AT1G06680/AT3G54890/AT3G51240/AT5G57785/AT2G47400/AT4G37760",20
"452","cluster5","GO:0016108","tetraterpenoid metabolic process","15/267","106/20876",6.20726174958e-12,1.61892096982289e-10,1.0666247785907e-10,"AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT3G63520/AT4G32770/AT4G27430/AT1G09340/AT3G53130/AT3G26060/AT3G59780/AT4G18480",15
"453","cluster5","GO:0016116","carotenoid metabolic process","15/267","106/20876",6.20726174958e-12,1.61892096982289e-10,1.0666247785907e-10,"AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT3G63520/AT4G32770/AT4G27430/AT1G09340/AT3G53130/AT3G26060/AT3G59780/AT4G18480",15
"454","cluster5","GO:0043269","regulation of ion transport","17/267","150/20876",9.31407192235096e-12,2.36528405396544e-10,1.55836549614958e-10,"AT1G20340/AT2G47450/AT2G39730/AT5G13490/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890",17
"455","cluster5","GO:0009644","response to high light intensity","20/267","224/20876",1.13987762104339e-11,2.82046642129967e-10,1.85826203268612e-10,"AT1G20340/AT1G71030/AT2G47450/AT1G30070/AT2G39730/AT4G10340/AT5G01530/AT1G07890/AT1G53540/AT2G05620/AT4G21280/AT3G08940/AT4G32770/AT3G22840/AT1G79040/AT5G66570/AT4G25050/AT1G06680/AT1G16030/AT3G54890",20
"456","cluster5","GO:0006081","cellular aldehyde metabolic process","27/267","433/20876",1.28885295067356e-11,3.10935774349996e-10,2.04859784791271e-10,"AT3G09210/AT1G20340/AT2G30390/AT1G54780/AT3G02730/AT1G68590/AT1G18060/AT4G35250/AT1G31800/AT5G64040/AT4G03280/AT3G63520/AT5G66190/AT3G56940/AT4G33470/AT4G34830/AT1G50250/AT2G46820/AT4G25050/AT1G09340/AT3G53130/AT2G21960/AT1G17220/AT3G59780/AT1G04420/AT4G18480/AT4G04640",27
"457","cluster5","GO:0042254","ribosome biogenesis","24/267","339/20876",1.35627402941326e-11,3.19220594727756e-10,2.1031823203225e-10,"AT1G54780/AT5G58330/AT3G47070/AT4G35250/AT4G10340/AT4G12800/AT5G01530/AT4G34730/AT1G44575/AT1G67740/AT4G21280/AT3G08940/AT4G03280/AT5G66190/AT3G56940/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G06680/AT3G26060/AT3G54890/AT4G18480/AT4G04640",24
"458","cluster5","GO:0010207","photosystem II assembly","18/267","177/20876",1.42843566710207e-11,3.28200099703215e-10,2.16234371661567e-10,"AT1G54780/AT5G58330/AT4G35250/AT4G12800/AT5G24120/AT1G44575/AT1G67740/AT4G21280/AT4G03280/AT1G79040/AT5G66190/AT3G56940/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G06680/AT4G04640",18
"459","cluster5","GO:0050801","ion homeostasis","24/267","343/20876",1.73474861303324e-11,3.8930986315746e-10,2.56496490152283e-10,"AT5G57345/AT1G64170/AT1G20340/AT3G01420/AT2G05710/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",24
"460","cluster5","GO:0022613","ribonucleoprotein complex biogenesis","24/267","345/20876",1.95933321472853e-11,4.29717398230235e-10,2.83118962128238e-10,"AT1G54780/AT5G58330/AT3G47070/AT4G35250/AT4G10340/AT4G12800/AT5G01530/AT4G34730/AT1G44575/AT1G67740/AT4G21280/AT3G08940/AT4G03280/AT5G66190/AT3G56940/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G06680/AT3G26060/AT3G54890/AT4G18480/AT4G04640",24
"461","cluster5","GO:0015672","monovalent inorganic cation transport","19/267","206/20876",2.14713718612173e-11,4.60441641023883e-10,3.0336160477603e-10,"AT1G64170/AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT2G47600/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890/AT4G04640",19
"462","cluster5","GO:0009744","response to sucrose","19/267","210/20876",3.00653562706656e-11,6.30718886982442e-10,4.15548631292495e-10,"AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT3G57020/AT2G05620/AT4G21280/AT3G08940/AT5G44110/AT3G22840/AT1G79040/AT4G25050/AT1G06680/AT3G54890/AT3G51240/AT5G57785/AT2G47400/AT4G37760",19
"463","cluster5","GO:0008652","cellular amino acid biosynthetic process","27/267","454/20876",3.79707975029648e-11,7.69280887419057e-10,5.06840093810865e-10,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT1G30380/AT3G26450/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT5G14120/AT2G39800/AT1G79040/AT1G31330/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G42320/AT1G15820/AT4G04640/AT5G19940/AT5G44020",27
"464","cluster5","GO:0046148","pigment biosynthetic process","21/267","267/20876",3.8264748804264e-11,7.69280887419057e-10,5.06840093810865e-10,"AT1G71030/AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT5G44110/AT3G63520/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT3G59780/AT3G51240/AT4G18480/AT4G04640",21
"465","cluster5","GO:0016109","tetraterpenoid biosynthetic process","14/267","101/20876",4.24187686428272e-11,8.18682234806565e-10,5.39388131795108e-10,"AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT3G63520/AT4G27430/AT1G09340/AT3G53130/AT3G26060/AT3G59780/AT4G18480",14
"466","cluster5","GO:0016117","carotenoid biosynthetic process","14/267","101/20876",4.24187686428272e-11,8.18682234806565e-10,5.39388131795108e-10,"AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT3G63520/AT4G27430/AT1G09340/AT3G53130/AT3G26060/AT3G59780/AT4G18480",14
"467","cluster5","GO:0034220","ion transmembrane transport","19/267","216/20876",4.91215981173816e-11,9.29457689868103e-10,6.12372451246615e-10,"AT1G64170/AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT2G47600/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890/AT4G04640",19
"468","cluster5","GO:0030003","cellular cation homeostasis","21/267","282/20876",1.0624346571922e-10,1.97163354652014e-09,1.29900917600018e-09,"AT5G57345/AT3G01420/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",21
"469","cluster5","GO:0051049","regulation of transport","17/267","175/20876",1.10641886064858e-10,2.01451735948279e-09,1.32726314167178e-09,"AT1G20340/AT2G47450/AT2G39730/AT5G13490/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890",17
"470","cluster5","GO:0009642","response to light intensity","21/267","283/20876",1.13460701709949e-10,2.0275847620389e-09,1.33587258933351e-09,"AT1G20340/AT1G71030/AT2G47450/AT1G30070/AT2G39730/AT4G10340/AT5G01530/AT1G07890/AT1G53540/AT2G05620/AT4G21280/AT3G08940/AT4G32770/AT3G22840/AT1G79040/AT5G66570/AT4G25050/AT3G59220/AT1G06680/AT1G16030/AT3G54890",21
"471","cluster5","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","19/267","230/20876",1.45339131372667e-10,2.523149514244e-09,1.66237502765571e-09,"AT3G09210/AT2G30390/AT1G54780/AT3G02730/AT1G68590/AT4G35250/AT1G31800/AT3G63520/AT3G56940/AT4G33470/AT4G34830/AT4G25050/AT1G09340/AT3G53130/AT1G17220/AT3G59780/AT1G04420/AT4G18480/AT4G04640",19
"472","cluster5","GO:0019725","cellular homeostasis","22/267","317/20876",1.46421111707424e-10,2.523149514244e-09,1.66237502765571e-09,"AT5G57345/AT3G01420/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT4G35090/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",22
"473","cluster5","GO:0006721","terpenoid metabolic process","21/267","290/20876",1.78346267189478e-10,3.01937101469906e-09,1.98931016403407e-09,"AT2G34500/AT4G19230/AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT4G36880/AT3G63520/AT4G32770/AT4G27430/AT1G09340/AT3G25820/AT3G53130/AT3G26060/AT3G59780/AT2G26260/AT4G18480/AT4G37760",21
"474","cluster5","GO:0006090","pyruvate metabolic process","25/267","418/20876",1.85878013838439e-10,3.08953753831472e-09,2.03553932167122e-09,"AT3G09210/AT2G30390/AT1G54780/AT3G02730/AT2G05710/AT3G53420/AT1G68590/AT3G61430/AT4G35250/AT1G31800/AT1G07890/AT3G63520/AT3G56940/AT4G33470/AT4G34830/AT4G25050/AT1G09340/AT3G53130/AT2G36830/AT1G17220/AT3G59780/AT1G20440/AT1G04420/AT4G18480/AT4G04640",25
"475","cluster5","GO:0006873","cellular ion homeostasis","21/267","291/20876",1.9004251330378e-10,3.08953753831472e-09,2.03553932167122e-09,"AT5G57345/AT3G01420/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",21
"476","cluster5","GO:0009240","isopentenyl diphosphate biosynthetic process","19/267","234/20876",1.95297191541137e-10,3.08953753831472e-09,2.03553932167122e-09,"AT3G09210/AT2G30390/AT1G54780/AT3G02730/AT1G68590/AT4G35250/AT1G31800/AT3G63520/AT3G56940/AT4G33470/AT4G34830/AT4G25050/AT1G09340/AT3G53130/AT1G17220/AT3G59780/AT1G04420/AT4G18480/AT4G04640",19
"477","cluster5","GO:0046490","isopentenyl diphosphate metabolic process","19/267","234/20876",1.95297191541137e-10,3.08953753831472e-09,2.03553932167122e-09,"AT3G09210/AT2G30390/AT1G54780/AT3G02730/AT1G68590/AT4G35250/AT1G31800/AT3G63520/AT3G56940/AT4G33470/AT4G34830/AT4G25050/AT1G09340/AT3G53130/AT1G17220/AT3G59780/AT1G04420/AT4G18480/AT4G04640",19
"478","cluster5","GO:0048878","chemical homeostasis","24/267","387/20876",2.09873867471479e-10,3.26658519532221e-09,2.15218702806066e-09,"AT5G57345/AT1G64170/AT1G20340/AT3G01420/AT2G05710/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",24
"479","cluster5","GO:0055082","cellular chemical homeostasis","21/267","300/20876",3.32674852631065e-10,5.09573385379329e-09,3.35732015019487e-09,"AT5G57345/AT3G01420/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",21
"480","cluster5","GO:0015994","chlorophyll metabolic process","17/267","189/20876",3.71076534327789e-10,5.59513836916119e-09,3.6863524133879e-09,"AT1G54100/AT3G26580/AT1G54780/AT3G54140/AT1G31800/AT4G20070/AT3G63520/AT4G32770/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT4G18480/AT4G04640",17
"481","cluster5","GO:0006778","porphyrin-containing compound metabolic process","18/267","219/20876",4.87629544235721e-10,7.2394232336534e-09,4.76968817357693e-09,"AT1G54100/AT3G26580/AT2G30390/AT1G54780/AT3G54140/AT1G31800/AT4G20070/AT3G63520/AT4G32770/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT4G18480/AT4G04640",18
"482","cluster5","GO:0033013","tetrapyrrole metabolic process","18/267","220/20876",5.25063791085994e-10,7.67706906663613e-09,5.05803077856365e-09,"AT1G54100/AT3G26580/AT2G30390/AT1G54780/AT3G54140/AT1G31800/AT4G20070/AT3G63520/AT4G32770/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT4G18480/AT4G04640",18
"483","cluster5","GO:0016114","terpenoid biosynthetic process","19/267","265/20876",1.59567441425864e-09,2.29824747725312e-08,1.51419850151174e-08,"AT2G34500/AT2G30390/AT1G54780/AT1G55480/AT4G35250/AT1G31800/AT3G26570/AT1G76730/AT4G36880/AT3G63520/AT4G27430/AT1G09340/AT3G25820/AT3G53130/AT3G26060/AT3G59780/AT2G26260/AT4G18480/AT4G37760",19
"484","cluster5","GO:0042592","homeostatic process","25/267","468/20876",1.92398758471979e-09,2.73036473419794e-08,1.79889860862346e-08,"AT5G57345/AT1G64170/AT1G20340/AT3G01420/AT2G05710/AT3G53420/AT1G30380/AT3G47070/AT4G12800/AT4G35090/AT5G24930/AT4G23890/AT3G47470/AT4G12330/AT5G47450/AT1G05260/AT5G66570/AT1G70890/AT3G59220/AT1G74730/AT4G00430/AT2G26690/AT5G19940/AT5G44020/AT3G23090",25
"485","cluster5","GO:0032879","regulation of localization","17/267","213/20876",2.34727222767796e-09,3.28277927494092e-08,2.16285648438976e-08,"AT1G20340/AT2G47450/AT2G39730/AT5G13490/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890",17
"486","cluster5","GO:0009414","response to water deprivation","23/267","418/20876",5.04503108469003e-09,6.9549357096084e-08,4.58225379722222e-08,"AT1G54100/AT2G37760/AT2G34500/AT5G13080/AT4G20260/AT3G53420/AT3G61890/AT3G61430/AT1G20450/AT3G10060/AT2G05620/AT3G63520/AT2G39800/AT3G50970/AT2G37180/AT1G05260/AT1G09340/AT4G27410/AT4G33950/AT2G36830/AT2G15970/AT4G00430/AT1G20440",23
"487","cluster5","GO:0009415","response to water","23/267","426/20876",7.20817495024212e-09,9.79702651687838e-08,6.45476303920866e-08,"AT1G54100/AT2G37760/AT2G34500/AT5G13080/AT4G20260/AT3G53420/AT3G61890/AT3G61430/AT1G20450/AT3G10060/AT2G05620/AT3G63520/AT2G39800/AT3G50970/AT2G37180/AT1G05260/AT1G09340/AT4G27410/AT4G33950/AT2G36830/AT2G15970/AT4G00430/AT1G20440",23
"488","cluster5","GO:0046496","nicotinamide nucleotide metabolic process","21/267","372/20876",1.54589281933786e-08,2.07192579258477e-07,1.36508664163753e-07,"AT1G20340/AT2G30390/AT3G02730/AT2G05710/AT3G53420/AT1G18060/AT3G61430/AT5G64040/AT1G07890/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT1G78590/AT2G21960/AT2G36830/AT3G59780/AT1G20440",21
"489","cluster5","GO:0006739","NADP metabolic process","15/267","186/20876",1.81965875380867e-08,2.40543931154159e-07,1.58482175529983e-07,"AT1G20340/AT2G30390/AT3G02730/AT1G18060/AT5G64040/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT1G78590/AT2G21960/AT3G59780",15
"490","cluster5","GO:0019362","pyridine nucleotide metabolic process","21/267","376/20876",1.86053933111762e-08,2.42624385747095e-07,1.59852881364871e-07,"AT1G20340/AT2G30390/AT3G02730/AT2G05710/AT3G53420/AT1G18060/AT3G61430/AT5G64040/AT1G07890/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT1G78590/AT2G21960/AT2G36830/AT3G59780/AT1G20440",21
"491","cluster5","GO:0006636","unsaturated fatty acid biosynthetic process","10/267","70/20876",1.99994862309963e-08,2.53940844906729e-07,1.67308721378417e-07,"AT3G01420/AT1G54780/AT1G31800/AT3G63520/AT3G56940/AT1G09340/AT3G53130/AT4G33950/AT4G18480/AT4G04640",10
"492","cluster5","GO:0033559","unsaturated fatty acid metabolic process","10/267","70/20876",1.99994862309963e-08,2.53940844906729e-07,1.67308721378417e-07,"AT3G01420/AT1G54780/AT1G31800/AT3G63520/AT3G56940/AT1G09340/AT3G53130/AT4G33950/AT4G18480/AT4G04640",10
"493","cluster5","GO:0009269","response to desiccation","8/267","38/20876",2.26219195562475e-08,2.83508472360765e-07,1.86789328940171e-07,"AT1G54100/AT3G53420/AT1G20450/AT2G39800/AT2G37180/AT1G05260/AT2G36830/AT2G15970",8
"494","cluster5","GO:0072524","pyridine-containing compound metabolic process","21/267","383/20876",2.55759315796622e-08,3.16420179158641e-07,2.08473180487395e-07,"AT1G20340/AT2G30390/AT3G02730/AT2G05710/AT3G53420/AT1G18060/AT3G61430/AT5G64040/AT1G07890/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT1G78590/AT2G21960/AT2G36830/AT3G59780/AT1G20440",21
"495","cluster5","GO:0009767","photosynthetic electron transport chain","10/267","72/20876",2.6432658230649e-08,3.22879939146535e-07,2.12729188158721e-07,"AT1G54780/AT5G64040/AT2G05620/AT4G03280/AT5G66190/AT1G54500/AT2G46820/AT5G66570/AT1G06680/AT4G04640",10
"496","cluster5","GO:0035304","regulation of protein dephosphorylation","13/267","140/20876",3.10068339544264e-08,3.74019934575268e-07,2.46422733006231e-07,"AT1G54780/AT5G64040/AT1G67740/AT4G21280/AT3G08940/AT5G24930/AT2G46820/AT5G66570/AT1G09340/AT1G74470/AT1G15820/AT4G04640/AT5G19940",13
"497","cluster5","GO:0035303","regulation of dephosphorylation","13/267","141/20876",3.37708099237571e-08,4.02331254029946e-07,2.65075623053272e-07,"AT1G54780/AT5G64040/AT1G67740/AT4G21280/AT3G08940/AT5G24930/AT2G46820/AT5G66570/AT1G09340/AT1G74470/AT1G15820/AT4G04640/AT5G19940",13
"498","cluster5","GO:0006733","oxidoreduction coenzyme metabolic process","22/267","426/20876",3.42675474006115e-08,4.03270527336465e-07,2.65694462515653e-07,"AT1G20340/AT2G30390/AT3G02730/AT2G05710/AT3G53420/AT1G18060/AT3G61430/AT5G64040/AT1G07890/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT1G78590/AT2G21960/AT2G36830/AT3G59780/AT1G20440/AT4G04640",22
"499","cluster5","GO:0055085","transmembrane transport","21/267","390/20876",3.48984631781216e-08,4.05747192372137e-07,2.67326211281997e-07,"AT1G64170/AT1G20340/AT2G47450/AT3G53420/AT2G39730/AT4G10340/AT5G01530/AT2G47600/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT2G36830/AT1G17220/AT3G54890/AT4G04640",21
"500","cluster5","GO:0022900","electron transport chain","11/267","99/20876",5.68866377068463e-08,6.5351911175127e-07,4.30570541039288e-07,"AT1G54780/AT5G64040/AT2G05620/AT4G03280/AT3G27380/AT5G66190/AT1G54500/AT2G46820/AT5G66570/AT1G06680/AT4G04640",11
"501","cluster5","GO:0016143","S-glycoside metabolic process","15/267","205/20876",6.66251316503865e-08,7.39002897041644e-07,4.86891464208511e-07,"AT2G30390/AT1G54780/AT3G02730/AT5G58330/AT1G62570/AT4G37200/AT2G35260/AT5G66190/AT4G33470/AT4G37410/AT3G26060/AT2G25450/AT4G18480/AT5G19940/AT5G44020",15
"502","cluster5","GO:0019757","glycosinolate metabolic process","15/267","205/20876",6.66251316503865e-08,7.39002897041644e-07,4.86891464208511e-07,"AT2G30390/AT1G54780/AT3G02730/AT5G58330/AT1G62570/AT4G37200/AT2G35260/AT5G66190/AT4G33470/AT4G37410/AT3G26060/AT2G25450/AT4G18480/AT5G19940/AT5G44020",15
"503","cluster5","GO:0019760","glucosinolate metabolic process","15/267","205/20876",6.66251316503865e-08,7.39002897041644e-07,4.86891464208511e-07,"AT2G30390/AT1G54780/AT3G02730/AT5G58330/AT1G62570/AT4G37200/AT2G35260/AT5G66190/AT4G33470/AT4G37410/AT3G26060/AT2G25450/AT4G18480/AT5G19940/AT5G44020",15
"504","cluster5","GO:0015995","chlorophyll biosynthetic process","12/267","125/20876",7.32443913142569e-08,8.03191336571112e-07,5.29181965954679e-07,"AT1G54780/AT1G31800/AT3G63520/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT4G18480/AT4G04640",12
"505","cluster5","GO:0006779","porphyrin-containing compound biosynthetic process","13/267","151/20876",7.63892301304214e-08,8.28265248043333e-07,5.45701892356884e-07,"AT2G30390/AT1G54780/AT1G31800/AT3G63520/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT4G18480/AT4G04640",13
"506","cluster5","GO:0009639","response to red or far red light","21/267","411/20876",8.50292800005682e-08,9.11702835561648e-07,6.00674679770096e-07,"AT4G19230/AT1G20340/AT1G54780/AT2G47450/AT3G47070/AT2G39730/AT4G35250/AT4G10340/AT5G24120/AT5G01530/AT4G36880/AT2G05620/AT4G21280/AT3G08940/AT5G44110/AT3G22840/AT1G79040/AT4G25050/AT1G09340/AT1G06680/AT3G54890",21
"507","cluster5","GO:0006470","protein dephosphorylation","14/267","181/20876",9.23929642088193e-08,9.79771543533084e-07,6.45521693257685e-07,"AT1G54780/AT5G64040/AT5G46410/AT1G67740/AT4G21280/AT3G08940/AT5G24930/AT2G46820/AT5G66570/AT1G09340/AT1G74470/AT1G15820/AT4G04640/AT5G19940",14
"508","cluster5","GO:0033014","tetrapyrrole biosynthetic process","13/267","154/20876",9.63730320699564e-08,1.01086930377726e-06,6.66010427577273e-07,"AT2G30390/AT1G54780/AT1G31800/AT3G63520/AT3G22840/AT3G56940/AT4G27430/AT1G09340/AT3G53130/AT1G74470/AT3G26060/AT4G18480/AT4G04640",13
"509","cluster5","GO:0006098","pentose-phosphate shunt","14/267","182/20876",9.89618964070518e-08,1.01593861737027e-06,6.69350340759902e-07,"AT1G20340/AT2G30390/AT3G02730/AT1G18060/AT5G64040/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT2G21960/AT3G59780",14
"510","cluster5","GO:0051156","glucose 6-phosphate metabolic process","14/267","182/20876",9.89618964070518e-08,1.01593861737027e-06,6.69350340759902e-07,"AT1G20340/AT2G30390/AT3G02730/AT1G18060/AT5G64040/AT4G03280/AT3G63520/AT5G66190/AT4G33470/AT1G50250/AT2G46820/AT1G09340/AT2G21960/AT3G59780",14
"511","cluster5","GO:0009773","photosynthetic electron transport in photosystem I","8/267","50/20876",2.17500389334025e-07,2.2093460600772e-06,1.45562587432411e-06,"AT1G54780/AT5G64040/AT2G05620/AT5G66190/AT1G54500/AT2G46820/AT1G06680/AT4G04640",8
"512","cluster5","GO:0016311","dephosphorylation","14/267","207/20876",4.81143278174456e-07,4.83649232748281e-06,3.18651907913785e-06,"AT1G54780/AT5G64040/AT5G46410/AT1G67740/AT4G21280/AT3G08940/AT5G24930/AT2G46820/AT5G66570/AT1G09340/AT1G74470/AT1G15820/AT4G04640/AT5G19940",14
"513","cluster5","GO:1901657","glycosyl compound metabolic process","15/267","242/20876",5.71978296157918e-07,5.69029954425145e-06,3.74904927704159e-06,"AT2G30390/AT1G54780/AT3G02730/AT5G58330/AT1G62570/AT4G37200/AT2G35260/AT5G66190/AT4G33470/AT4G37410/AT3G26060/AT2G25450/AT4G18480/AT5G19940/AT5G44020",15
"514","cluster5","GO:0031668","cellular response to extracellular stimulus","18/267","349/20876",6.39174095131996e-07,6.2939081816569e-06,4.14673634220973e-06,"AT2G34500/AT5G13080/AT4G20260/AT3G01420/AT3G53420/AT1G15460/AT3G10060/AT4G35090/AT1G63010/AT4G12330/AT2G16430/AT5G47450/AT1G05260/AT1G09340/AT3G59220/AT2G15970/AT4G00430/AT3G23090",18
"515","cluster5","GO:0008654","phospholipid biosynthetic process","19/267","387/20876",6.54297368463867e-07,6.37774707644072e-06,4.20197353059198e-06,"AT3G09210/AT2G30390/AT1G54780/AT3G02730/AT1G68590/AT4G35250/AT1G31800/AT3G63520/AT3G56940/AT4G33470/AT4G34830/AT4G25050/AT1G09340/AT3G53130/AT1G17220/AT3G59780/AT1G04420/AT4G18480/AT4G04640",19
